code,county,name,type,district,city,enrollment,pbe_pct,exempt,med_exempt,rel_exempt
109835,ALAMEDA,FAME PUBLIC CHARTER,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,NEWARK,109,13,12.84,0,12.84
6001788,ALAMEDA,COX ACADEMY,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,115,1,0.87,0.87,0.87
6002000,ALAMEDA,LAZEAR CHARTER ACADEMY,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,40,0,0,0,0
124172,ALAMEDA,YU MING CHARTER,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,52,10,9.62,0,9.62
6100374,ALAMEDA,AMELIA EARHART ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,128,2,1.56,0,0
6110779,ALAMEDA,BAY FARM,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,70,1,1.43,0,0
6090005,ALAMEDA,DONALD D. LUM ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,100,3,3,0,0
6090013,ALAMEDA,EDISON ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,70,1,1.43,0,0
6090021,ALAMEDA,FRANK OTIS ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,95,1,1.05,1.05,0
6090039,ALAMEDA,FRANKLIN ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,50,2,2,0,0
6090047,ALAMEDA,HENRY HAIGHT ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,98,1,1.02,0,0
126656,ALAMEDA,MAYA LIN,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,73,10,9.59,0,0
119222,ALAMEDA,NEA COMMUNITY LEARNING CENTER,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,48,4,4.17,0,0
111765,ALAMEDA,RUBY BRIDGES ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,91,0,0,0,0
6090120,ALAMEDA,WILLIAM G. PADEN ELEMENTARY,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,73,0,0,0,0
6090146,ALAMEDA,CORNELL ELEMENTARY,PUBLIC,ALBANY CITY UNIFIED,ALBANY,84,15,15.48,0,0
6095376,ALAMEDA,MARIN ELEMENTARY,PUBLIC,ALBANY CITY UNIFIED,ALBANY,84,11,10.71,0,0
6116222,ALAMEDA,OCEAN VIEW ELEMENTARY,PUBLIC,ALBANY CITY UNIFIED,ALBANY,152,3,2.63,0,0
6090195,ALAMEDA,CRAGMONT ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,80,8,7.5,0,3.75
6090211,ALAMEDA,EMERSON ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,61,0,0,0,0
6090252,ALAMEDA,JEFFERSON ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,102,16,15.69,0,0
6105316,ALAMEDA,JOHN MUIR ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,58,2,1.72,1.72,0
6090286,ALAMEDA,MALCOLM X ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,127,8,7.87,0,0
6090302,ALAMEDA,OXFORD ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,40,0,0,0,0
6090187,ALAMEDA,ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET,PUBLIC,BERKELEY UNIFIED,BERKELEY,63,0,0,0,0
6090310,ALAMEDA,THOUSAND OAKS ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,63,0,0,0,0
6090328,ALAMEDA,WASHINGTON ELEMENTARY,PUBLIC,BERKELEY UNIFIED,BERKELEY,74,3,2.7,0,0
6090351,ALAMEDA,CASTRO VALLEY ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,119,0,0,0,0
6090369,ALAMEDA,CHABOT ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,73,1,1.37,0,0
6090393,ALAMEDA,INDEPENDENT ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,115,0,0,0.87,0
6113005,ALAMEDA,JENSEN RANCH ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,68,0,0,0,0
6090401,ALAMEDA,MARSHALL ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,69,0,0,0,0
6090419,ALAMEDA,PALOMARES ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,20,0,0,0,0
6090435,ALAMEDA,PROCTOR ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,81,0,0,0,0
6090468,ALAMEDA,STANTON ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,92,0,0,0,0
6090484,ALAMEDA,VANNOY ELEMENTARY,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,57,2,1.75,0,0
6001374,ALAMEDA,DUBLIN ELEMENTARY,PUBLIC,DUBLIN UNIFIED,DUBLIN,159,2,1.89,0.63,0
6001390,ALAMEDA,FREDERIKSEN ELEMENTARY,PUBLIC,DUBLIN UNIFIED,DUBLIN,151,1,1.32,0,0
123935,ALAMEDA,HAROLD WILLIAM KOLB,PUBLIC,DUBLIN UNIFIED,DUBLIN,195,2,1.54,1.54,0
6118038,ALAMEDA,JAMES DOUGHERTY ELEMENTARY,PUBLIC,DUBLIN UNIFIED,DUBLIN,188,1,1.06,0,0
114579,ALAMEDA,JOHN GREEN ELEMENTARY,PUBLIC,DUBLIN UNIFIED,DUBLIN,152,2,1.97,0.66,0.66
6001424,ALAMEDA,MURRAY ELEMENTARY,PUBLIC,DUBLIN UNIFIED,DUBLIN,87,2,2.3,0,2.3
6090492,ALAMEDA,ANNA YATES ELEMENTARY,PUBLIC,EMERY UNIFIED,EMERYVILLE,62,5,4.84,0,0
6104723,ALAMEDA,ARDENWOOD ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,160,1,0.62,0,0
6000558,ALAMEDA,BRIER ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,137,1,1.46,0,0
6089320,ALAMEDA,BROOKVALE ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,206,2,2.43,0,0
6000566,ALAMEDA,CABRILLO ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,49,2,2.04,0,0
6000590,ALAMEDA,E. M. GRIMMER ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,47,2,2.13,0,0
6111330,ALAMEDA,FOREST PARK ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,120,1,0.83,0,0
6106983,ALAMEDA,FRED E. WEIBEL ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,137,0,0,0,0
6000624,ALAMEDA,GLENMOOR ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,105,3,2.86,0,0
6000640,ALAMEDA,HARVEY GREEN ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,81,1,1.23,0,0
6000665,ALAMEDA,J. HALEY DURHAM ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,140,0,0,0,0
6000673,ALAMEDA,JAMES LEITCH ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,269,1,1.12,0,0
6000541,ALAMEDA,JOHN BLACOW ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,78,1,1.28,0,0
6000723,ALAMEDA,JOHN G. MATTOS ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,72,1,1.39,0,0
6066468,ALAMEDA,JOHN GOMES ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,114,1,0.88,0,0
6000681,ALAMEDA,JOSEPH AZEVADA ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,100,5,5,0,0
6090526,ALAMEDA,JOSHUA CHADBOURNE ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,96,1,1.04,0,1.04
6090534,ALAMEDA,MISSION SAN JOSE ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,91,1,1.1,1.1,0
6000749,ALAMEDA,MISSION VALLEY ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,48,2,2.08,0,2.08
6000756,ALAMEDA,NILES ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,96,2,2.08,1.04,1.04
6000764,ALAMEDA,O. N. HIRSCH ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,48,0,0,0,0
6090542,ALAMEDA,OLIVEIRA ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,105,2,1.9,0.95,0
6000798,ALAMEDA,PARKMONT ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,168,1,1.19,0,0
6000806,ALAMEDA,PATTERSON ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,82,2,2.44,0,0
6090559,ALAMEDA,STEVEN MILLARD ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,79,0,0,0,0
6000715,ALAMEDA,TOM MALONEY ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,114,4,3.51,0,0
6000830,ALAMEDA,VALLEJO MILL ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,96,1,1.04,0,0
6089619,ALAMEDA,WARWICK ELEMENTARY,PUBLIC,FREMONT UNIFIED,FREMONT,118,0,0,0,0
6062160,ALAMEDA,STROBRIDGE ELEMENTARY,PUBLIC,HAYWARD UNIFIED,CASTRO VALLEY,89,0,0,0,0
6000889,ALAMEDA,BOWMAN ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,60,0,0,0,0
6000905,ALAMEDA,BURBANK ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,118,0,0,0,0
6000913,ALAMEDA,CHERRYLAND ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,107,0,0,0,0
6000921,ALAMEDA,EAST AVENUE ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,85,0,0,0,0
6090583,ALAMEDA,EDEN GARDENS ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,67,0,0,1.49,0
6000947,ALAMEDA,ELDRIDGE ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,56,0,0,0,0
6000962,ALAMEDA,FAIRVIEW ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,110,0,0,0,0
6113815,ALAMEDA,FAITH RINGGOLD SCHOOL OF ARTS AND SCIENCE,PUBLIC,HAYWARD UNIFIED,HAYWARD,20,0,0,0,0
6000988,ALAMEDA,GLASSBROOK ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,121,0,0,0,0
6000996,ALAMEDA,HARDER ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,82,0,0,0,0
127696,ALAMEDA,KNOWLEDGE ENLIGHTENS YOU -KEY- ACADEMY,PUBLIC,HAYWARD UNIFIED,HAYWARD,25,0,0,0,0
6001044,ALAMEDA,LONGWOOD ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,101,0,0,0,0
6001051,ALAMEDA,LORIN A. EDEN ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,48,0,0,0,0
6001093,ALAMEDA,PALMA CEIA ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,71,0,0,0,0
6001101,ALAMEDA,PARK ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,88,0,0,0,0
6001127,ALAMEDA,RUUS ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,111,0,0,0,0
6001135,ALAMEDA,SCHAFER PARK ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,136,1,1.47,0,0
6001176,ALAMEDA,SOUTHGATE ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,108,0,0,0,0
111815,ALAMEDA,STONEBRAE ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,92,0,0,0,0
6001192,ALAMEDA,TREEVIEW ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,87,0,0,0,0
6104566,ALAMEDA,TYRRELL ELEMENTARY,PUBLIC,HAYWARD UNIFIED,HAYWARD,105,0,0,0,0
6117543,ALAMEDA,ALTAMONT CREEK ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,82,5,4.88,0,4.88
6071906,ALAMEDA,ARROYO SECO ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,108,0,0,0,0
6001259,ALAMEDA,EMMA C. SMITH ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,99,3,3.03,0,3.03
6001283,ALAMEDA,JACKSON AVENUE ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,121,2,2.48,0,2.48
6001291,ALAMEDA,JOE MICHELL,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,117,2,1.71,0,1.71
6001234,ALAMEDA,JUNCTION K-8,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,69,1,1.45,0,1.45
6110332,ALAMEDA,LEO R. CROCE ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,115,3,2.61,0,2.61
107839,ALAMEDA,LIVERMORE VALLEY CHARTER,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,120,5,5,0,0
6001317,ALAMEDA,MARYLIN AVENUE ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,88,1,1.14,0,1.14
6089338,ALAMEDA,RANCHO LAS POSITAS ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,102,2,1.96,0,1.96
6097661,ALAMEDA,SUNSET ELEMENTARY,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,111,2,1.8,0,1.8
6001606,ALAMEDA,HILLVIEW CREST ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,HAYWARD,118,0,0,0,0
6001572,ALAMEDA,ALVARADO ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,151,0,0,0,0
6118525,ALAMEDA,DELAINE EASTIN ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,142,0,0,0,0
6115554,ALAMEDA,GUY JR. EMANUELE ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,114,1,0.88,0,0
6101604,ALAMEDA,PIONEER ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,167,1,1.2,0,0
6001622,ALAMEDA,SEARLES ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,141,0,0,0,0
6115505,ALAMEDA,TOM KITAYAMA ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,172,1,0.58,0,0
6001440,ALAMEDA,AUGUST SCHILLING ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,49,0,0,0,0
6001457,ALAMEDA,E. L. MUSICK ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,72,0,0,0,0
6001473,ALAMEDA,H. A. SNOW ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,46,0,0,0,0
6001481,ALAMEDA,JAMES A. GRAHAM ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,50,2,2,0,2
6001499,ALAMEDA,JAMES L. BUNKER ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,74,1,1.35,0,0
6001507,ALAMEDA,JOHN F. KENNEDY ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,49,0,0,6.12,0
6001523,ALAMEDA,LINCOLN ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,99,1,1.01,1.01,0
6001531,ALAMEDA,LOUIS MILANI ELEMENTARY,PUBLIC,NEWARK UNIFIED,NEWARK,48,0,0,0,0
6002273,ALAMEDA,ACORN WOODLAND ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,56,0,0,0,0
6001630,ALAMEDA,ALLENDALE ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,91,0,0,0,0
114363,ALAMEDA,AMERICAN INDIAN PUBLIC CHARTER SCHOOL II,PUBLIC,OAKLAND UNIFIED,OAKLAND,40,0,0,0,0
6118608,ALAMEDA,ASCEND,PUBLIC,OAKLAND UNIFIED,OAKLAND,48,0,0,0,0
109819,ALAMEDA,ASPIRE BERKLEY MAYNARD ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,65,2,1.54,0,0
128413,ALAMEDA,ASPIRE COLLEGE ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,45,2,2.22,0,2.22
120188,ALAMEDA,ASPIRE ERES ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,22,0,0,0,0
6117568,ALAMEDA,ASPIRE MONARCH ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,66,0,0,1.52,0
130732,ALAMEDA,ASPIRE TRIUMPH TECHNOLOGY ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,43,0,0,0,0
6001655,ALAMEDA,BELLA VISTA ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,113,0,0,0,0
6002075,ALAMEDA,BRIDGES ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,88,0,0,0,0
6001663,ALAMEDA,BROOKFIELD ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,54,0,0,0,0
6001689,ALAMEDA,BURCKHALTER ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,33,0,0,0,0
6001697,ALAMEDA,CARL B. MUNCK ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,48,0,0,0,0
6001648,ALAMEDA,CHABOT ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,101,2,1.98,0,0
6001739,ALAMEDA,CLEVELAND ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,71,0,0,0,0
115204,ALAMEDA,COMMUNITY UNITED ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,96,0,0,0,0
114454,ALAMEDA,CONSERVATORY OF VOCAL INSTRUMENTAL ARTS,PUBLIC,OAKLAND UNIFIED,OAKLAND,23,0,0,0,0
6001754,ALAMEDA,CROCKER HIGHLANDS ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,68,1,1.47,2.94,0
100123,ALAMEDA,EAST OAKLAND LEADERSHIP ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,27,0,0,0,0
115600,ALAMEDA,EAST OAKLAND PRIDE ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,54,0,0,0,0
6001812,ALAMEDA,EMERSON ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,74,1,1.35,0,0
102988,ALAMEDA,ENCOMPASS ACADEMY ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,54,0,0,0,0
6002190,ALAMEDA,ESPERANZA ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,56,0,0,0,0
6001820,ALAMEDA,FRANKLIN ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,125,0,0,0,0
112813,ALAMEDA,FRED T. KOREMATSU DISCOVERY ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,95,0,0,0,0
6001838,ALAMEDA,FRUITVALE ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,67,0,0,0,0
115576,ALAMEDA,FUTURES ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,51,0,0,0,0
6001846,ALAMEDA,GARFIELD ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,147,0,0,0,0
6001853,ALAMEDA,GLENVIEW ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,77,0,0,0,0
115584,ALAMEDA,GLOBAL FAMILY,PUBLIC,OAKLAND UNIFIED,OAKLAND,98,0,0,0,0
6001879,ALAMEDA,GRASS VALLEY ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,63,0,0,0,0
115618,ALAMEDA,GREENLEAF ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,94,0,0,0,0
6001911,ALAMEDA,HILLCREST ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,44,0,0,0,0
6057046,ALAMEDA,HOOVER ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,72,0,0,0,0
6001929,ALAMEDA,HORACE MANN ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,92,0,0,0,0
6001713,ALAMEDA,HOWARD ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,45,0,0,0,0
6118616,ALAMEDA,INTERNATIONAL COMMUNITY,PUBLIC,OAKLAND UNIFIED,OAKLAND,50,0,0,0,0
6001945,ALAMEDA,JOAQUIN MILLER ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,77,0,0,0,0
6001895,ALAMEDA,KAISER ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,56,2,1.79,0,0
6096523,ALAMEDA,LA ESCUELITA ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,64,0,0,0,0
6001978,ALAMEDA,LAFAYETTE ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,27,0,0,0,0
6001994,ALAMEDA,LAUREL ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,102,0,0,0,0
115592,ALAMEDA,LEARNING WITHOUT LIMITS,PUBLIC,OAKLAND UNIFIED,OAKLAND,72,0,0,0,0
130633,ALAMEDA,LIGHTHOUSE COMMUNITY CHARTER,PUBLIC,OAKLAND UNIFIED,OAKLAND,48,0,0,0,0
6002018,ALAMEDA,LINCOLN ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,110,0,0,0,0
6002182,ALAMEDA,MADISON PARK ACADEMY TK-5,PUBLIC,OAKLAND UNIFIED,OAKLAND,66,0,0,0,0
6002042,ALAMEDA,MANZANITA COMMUNITY,PUBLIC,OAKLAND UNIFIED,OAKLAND,71,0,0,0,0
110247,ALAMEDA,MANZANITA SEED,PUBLIC,OAKLAND UNIFIED,OAKLAND,100,0,0,0,0
6002059,ALAMEDA,MARKHAM ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,100,0,0,0,0
6072235,ALAMEDA,MARTIN LUTHER KING  JR. ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,67,0,0,0,0
6118640,ALAMEDA,MELROSE LEADERSHIP ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,73,0,0,0,0
6002083,ALAMEDA,MONTCLAIR ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,106,1,0.94,0,0
6001903,ALAMEDA,NEW HIGHLAND ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,95,0,0,0,0
6117972,ALAMEDA,NORTH OAKLAND COMMUNITY CHARTER,PUBLIC,OAKLAND UNIFIED,OAKLAND,22,0,0,0,0
6002091,ALAMEDA,PARKER ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,64,0,0,0,0
6002109,ALAMEDA,PERALTA ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,54,9,9.26,0,0
6002117,ALAMEDA,PIEDMONT AVENUE ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,58,0,0,0,0
6002125,ALAMEDA,PREPARATORY LITERARY ACADEMY OF CULTURAL EXCELLENCE,PUBLIC,OAKLAND UNIFIED,OAKLAND,55,0,0,0,0
110239,ALAMEDA,REACH ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,90,0,0,0,0
6002141,ALAMEDA,REDWOOD HEIGHTS ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,52,0,0,0,0
110262,ALAMEDA,RISE COMMUNITY,PUBLIC,OAKLAND UNIFIED,OAKLAND,44,0,0,0,0
110254,ALAMEDA,SANKOFA ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,57,2,1.75,1.75,0
6002174,ALAMEDA,SEQUOIA ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,96,0,0,0,0
100792,ALAMEDA,THINK COLLEGE NOW,PUBLIC,OAKLAND UNIFIED,OAKLAND,50,0,0,2,0
6002216,ALAMEDA,THORNHILL ELEMENTARY,PUBLIC,OAKLAND UNIFIED,OAKLAND,77,0,0,0,0
123711,ALAMEDA,VINCENT ACADEMY,PUBLIC,OAKLAND UNIFIED,OAKLAND,24,4,4.17,0,4.17
6002281,ALAMEDA,BEACH ELEMENTARY,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,40,3,2.5,0,0
6002299,ALAMEDA,HAVENS ELEMENTARY,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,63,2,1.59,0,0
6002307,ALAMEDA,WILDWOOD ELEMENTARY,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,41,2,2.44,4.88,0
6002315,ALAMEDA,ALISAL ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,104,1,0.96,0,0
6001366,ALAMEDA,DONLON ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,112,0,0,0,0
6002323,ALAMEDA,FAIRLANDS ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,140,1,0.71,0,0
6114318,ALAMEDA,HENRY P. MOHR ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,100,0,0,0,0
6001416,ALAMEDA,LYDIKSEN ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,110,4,3.64,0,0
6117600,ALAMEDA,PHOEBE APPERSON HEARST ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,103,1,0.97,0,0
6002349,ALAMEDA,VALLEY VIEW ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,77,0,0,10.39,0
6089361,ALAMEDA,VINTAGE HILLS ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,105,0,0,0.95,0
6002356,ALAMEDA,WALNUT GROVE ELEMENTARY,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,107,5,4.67,0,0
6002372,ALAMEDA,GARFIELD ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,62,3,3.23,0,3.23
6002398,ALAMEDA,JEFFERSON ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,96,0,0,0,0
6002414,ALAMEDA,MADISON ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,60,2,1.67,0,1.67
6002422,ALAMEDA,MCKINLEY ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,83,1,1.2,0,1.2
6002430,ALAMEDA,MONROE ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,60,0,0,0,0
6002448,ALAMEDA,ROOSEVELT ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,83,5,4.82,0,4.82
