code,county,name,type,district,city,enrollment,pbe_pct,exempt,med_exempt,rel_exempt
6118871,SAN JOAQUIN,DOLORES HUERTA ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,47,0,0,0,0
117853,SAN JOAQUIN,DR. LEWIS DOLPHIN STALLWORTH SR. CHARTER,PUBLIC,STOCKTON UNIFIED,STOCKTON,58,0,0,0,0
6042543,SAN JOAQUIN,EL DORADO ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,96,1,1.04,0,0
6042550,SAN JOAQUIN,ELMWOOD ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,117,0,0,0,0
6042576,SAN JOAQUIN,FILLMORE ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,88,0,0,0,0
100206,SAN JOAQUIN,GEORGE W. BUSH ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,81,1,1.23,0,0
6104665,SAN JOAQUIN,GEORGE WASHINGTON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,24,0,0,0,0
6042600,SAN JOAQUIN,GRUNSKY ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,64,0,0,0,0
6042618,SAN JOAQUIN,HARRISON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,95,0,0,0,0
6042626,SAN JOAQUIN,HAZELTON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,65,0,0,0,0
6042634,SAN JOAQUIN,HOOVER ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,94,0,0,0,0
111351,SAN JOAQUIN,JOHN C. FREMONT ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,111,0,0,0.9,0
111310,SAN JOAQUIN,JOHN MARSHALL ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,96,4,4.17,0,1.04
6042667,SAN JOAQUIN,KENNEDY ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,56,0,0,0,0
6042568,SAN JOAQUIN,KING ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,139,0,0,0,0
6098677,SAN JOAQUIN,KOHL OPEN ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,27,0,0,0,0
6042683,SAN JOAQUIN,MADISON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,72,0,0,0,0
111328,SAN JOAQUIN,MAXINE HONG KINGSTON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,94,0,0,0,0
6042691,SAN JOAQUIN,MCKINLEY ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,84,0,0,0,0
6042709,SAN JOAQUIN,MONROE ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,64,0,0,0,0
6042717,SAN JOAQUIN,MONTEZUMA ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,119,0,0,0,0
6042725,SAN JOAQUIN,NIGHTINGALE CHARTER,PUBLIC,STOCKTON UNIFIED,STOCKTON,38,0,0,0,0
111336,SAN JOAQUIN,PITTMAN CHARTER,PUBLIC,STOCKTON UNIFIED,STOCKTON,74,0,0,0,0
121798,SAN JOAQUIN,PRIMARY YEARS ACADEMY,PUBLIC,STOCKTON UNIFIED,STOCKTON,56,4,3.57,0,0
6042741,SAN JOAQUIN,PULLIAM ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,99,0,0,0,0
6115422,SAN JOAQUIN,RIO CALAVERAS ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,120,0,0,0,0
6042758,SAN JOAQUIN,ROOSEVELT ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,39,3,2.56,0,0
6116115,SAN JOAQUIN,SAN JOAQUIN ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,86,0,0,0,0
118752,SAN JOAQUIN,SPANOS -ALEX G.- ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,71,0,0,0,0
120725,SAN JOAQUIN,STOCKTON COLLEGIATE INTERNATIONAL ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,66,3,3.03,0,0
6042766,SAN JOAQUIN,TAFT ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,77,0,0,0,0
6042774,SAN JOAQUIN,TAYLOR LEADERSHIP ACADEMY,PUBLIC,STOCKTON UNIFIED,STOCKTON,81,0,0,2.47,0
124958,SAN JOAQUIN,TEAM CHARTER,PUBLIC,STOCKTON UNIFIED,STOCKTON,110,0,0,0,0
6042782,SAN JOAQUIN,TYLER SKILLS ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,49,0,0,0,0
115303,SAN JOAQUIN,VALENTINE PEYTON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,125,0,0,0,0
6042790,SAN JOAQUIN,VAN BUREN ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,71,0,0,0,0
6042808,SAN JOAQUIN,VICTORY ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,45,0,0,0,0
111344,SAN JOAQUIN,WILHELMINA HENRY ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,94,0,0,0,0
6042824,SAN JOAQUIN,WILSON ELEMENTARY,PUBLIC,STOCKTON UNIFIED,STOCKTON,61,2,1.64,0,0
6118699,SAN JOAQUIN,ART FREILER,PUBLIC,TRACY JOINT UNIFIED,TRACY,83,2,2.41,0,0
6042832,SAN JOAQUIN,CENTRAL ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,79,0,0,2.53,0
108357,SAN JOAQUIN,GEORGE KELLY ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,91,0,0,0,0
6108997,SAN JOAQUIN,GLADYS POET-CHRISTIAN ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,47,0,0,0,0
6110530,SAN JOAQUIN,LOUIS A. BOHN ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,72,1,1.39,0,0
6106488,SAN JOAQUIN,LOUIS J. VILLALOVOZ ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,81,0,0,0,0
6042857,SAN JOAQUIN,MCKINLEY ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,141,1,1.42,0,0.71
6107973,SAN JOAQUIN,MELVILLE S. JACOBSON ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,141,1,1.42,0,0.71
6042865,SAN JOAQUIN,NORTH ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,100,0,0,0,0
102384,SAN JOAQUIN,PRIMARY CHARTER,PUBLIC,TRACY JOINT UNIFIED,TRACY,66,3,3.03,0,0
6042881,SAN JOAQUIN,SOUTH WEST PARK ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,212,1,1.42,0,0
6114490,SAN JOAQUIN,WANDA HIRSCH ELEMENTARY,PUBLIC,TRACY JOINT UNIFIED,TRACY,82,0,0,0,0
7084809,SAN JOAQUIN,LIFE TRAINING ACADEMY,PRIVATE,NA,LODI,12,0,0,0,0
6137467,SAN JOAQUIN,LODI CHRISTIAN SCHOOL,PRIVATE,NA,LODI,25,4,4,0,0
6978282,SAN JOAQUIN,LODI SEVENTH-DAY ADVENTIST ELEMENTARY,PRIVATE,NA,LODI,14,0,0,0,0
6978308,SAN JOAQUIN,ST. ANNE ELEMENTARY,PRIVATE,NA,LODI,26,0,0,0,0
6978365,SAN JOAQUIN,ST. PETER EVANGELICAL LUTHERAN,PRIVATE,NA,LODI,20,0,0,0,0
6137293,SAN JOAQUIN,CORNERSTONE CHRISTIAN SCHOOL,PRIVATE,NA,MANTECA,10,0,0,0,0
6978316,SAN JOAQUIN,ST. ANTHONY OF PADUA,PRIVATE,NA,MANTECA,23,0,0,0,0
6939869,SAN JOAQUIN,RIPON CHRISTIAN,PRIVATE,NA,RIPON,41,5,4.88,0,0
6980908,SAN JOAQUIN,CATHEDRAL OF THE ANNUNCIATION SCHOOL,PRIVATE,NA,STOCKTON,34,3,2.94,0,0
6133797,SAN JOAQUIN,FIRST BAPTIST CHRISTIAN SCHOOLS,PRIVATE,NA,STOCKTON,29,3,3.45,0,0
6202550,SAN JOAQUIN,MERRYHILL ELEMENTARY SCHOOL,PRIVATE,NA,STOCKTON,36,6,5.56,0,5.56
6978290,SAN JOAQUIN,PRESENTATION ELEMENTARY,PRIVATE,NA,STOCKTON,30,0,0,3.33,0
6978357,SAN JOAQUIN,ST. LUKE SCHOOL,PRIVATE,NA,STOCKTON,21,0,0,0,0
6978225,SAN JOAQUIN,STOCKTON CHRISTIAN,PRIVATE,NA,STOCKTON,14,7,7.14,0,0
7002272,SAN JOAQUIN,UNITED CHRISTIAN SCHOOLS,PRIVATE,NA,STOCKTON,34,0,0,0,0
6200026,SAN JOAQUIN,BELLA VISTA CHRISTIAN ACADEMY,PRIVATE,NA,TRACY,21,0,0,0,0
6978324,SAN JOAQUIN,ST. BERNARD'S CATHOLIC ELEMENTARY,PRIVATE,NA,TRACY,21,0,0,0,0
7094634,SAN JOAQUIN,WEST VALLEY CHRISTIAN ACADEMY,PRIVATE,NA,TRACY,19,11,10.53,0,0
6042949,SAN LUIS OBISPO,MONTEREY ROAD ELEMENTARY,PUBLIC,ATASCADERO UNIFIED,ATASCADERO,64,3,3.12,0,0
6111058,SAN LUIS OBISPO,SAN BENITO ELEMENTARY,PUBLIC,ATASCADERO UNIFIED,ATASCADERO,81,5,4.94,0,0
6107544,SAN LUIS OBISPO,SAN GABRIEL ELEMENTARY,PUBLIC,ATASCADERO UNIFIED,ATASCADERO,94,6,6.38,0,0
6042964,SAN LUIS OBISPO,SANTA ROSA ROAD ACADEMIC ACADEMY,PUBLIC,ATASCADERO UNIFIED,ATASCADERO,70,3,2.86,0,1.43
6042956,SAN LUIS OBISPO,SANTA MARGARITA ELEMENTARY,PUBLIC,ATASCADERO UNIFIED,SANTA MARGARITA,48,4,4.17,0,0
6042998,SAN LUIS OBISPO,CAYUCOS ELEMENTARY,PUBLIC,CAYUCOS ELEMENTARY,CAYUCOS,19,16,15.79,0,0
6042972,SAN LUIS OBISPO,CAMBRIA GRAMMAR,PUBLIC,COAST UNIFIED,CAMBRIA,41,2,2.44,0,0
6043012,SAN LUIS OBISPO,BRANCH ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,ARROYO GRANDE,43,12,11.63,0,0
6043053,SAN LUIS OBISPO,HARLOE ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,ARROYO GRANDE,95,6,6.32,0,0
6043087,SAN LUIS OBISPO,OCEAN VIEW ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,ARROYO GRANDE,77,8,7.79,0,1.3
6043079,SAN LUIS OBISPO,FAIRGROVE ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,GROVER BEACH,85,1,1.18,0,0
6043038,SAN LUIS OBISPO,GROVER BEACH ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,GROVER BEACH,63,10,9.52,0,0
6043046,SAN LUIS OBISPO,GROVER HEIGHTS ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,GROVER BEACH,74,9,9.46,0,0
6043129,SAN LUIS OBISPO,DANA ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,NIPOMO,69,1,1.45,0,0
110486,SAN LUIS OBISPO,LANGE -DOROTHEA- ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,NIPOMO,87,1,1.15,0,0
6043061,SAN LUIS OBISPO,NIPOMO ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,NIPOMO,72,1,1.39,0,0
6043095,SAN LUIS OBISPO,OCEANO ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,OCEANO,82,2,2.44,2.44,0
6043111,SAN LUIS OBISPO,SHELL BEACH ELEMENTARY,PUBLIC,LUCIA MAR UNIFIED,PISMO BEACH,62,16,16.13,0,0
6043145,SAN LUIS OBISPO,BAUER SPECK ELEMENTARY,PUBLIC,PASO ROBLES JOINT UNIFIED,PASO ROBLES,73,0,0,0,0
6043137,SAN LUIS OBISPO,GEORGIA BROWN ELEMENTARY,PUBLIC,PASO ROBLES JOINT UNIFIED,PASO ROBLES,123,1,0.81,0,0
4030243,SAN LUIS OBISPO,KERMIT KING ELEMENTARY,PUBLIC,PASO ROBLES JOINT UNIFIED,PASO ROBLES,56,2,1.79,0,0
6109151,SAN LUIS OBISPO,PAT BUTLER ELEMENTARY,PUBLIC,PASO ROBLES JOINT UNIFIED,PASO ROBLES,100,0,0,2,0
6108377,SAN LUIS OBISPO,VIRGINIA PETERSON ELEMENTARY,PUBLIC,PASO ROBLES JOINT UNIFIED,PASO ROBLES,70,1,1.43,0,0
6043160,SAN LUIS OBISPO,WINIFRED PIFER ELEMENTARY,PUBLIC,PASO ROBLES JOINT UNIFIED,PASO ROBLES,80,0,0,0,0
6043186,SAN LUIS OBISPO,PLEASANT VALLEY ELEMENTARY,PUBLIC,PLEASANT VALLEY JOINT UNION ELEMENTARY,SAN MIGUEL,22,5,4.55,0,0
6096325,SAN LUIS OBISPO,BAYWOOD ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,LOS OSOS,62,8,8.06,1.61,4.84
6110621,SAN LUIS OBISPO,MONARCH GROVE ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,LOS OSOS,85,4,3.53,2.35,1.18
6043210,SAN LUIS OBISPO,DEL MAR ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,MORRO BAY,83,17,16.87,0,4.82
6043194,SAN LUIS OBISPO,BELLEVUE-SANTA FE CHARTER,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,22,0,0,0,0
6043277,SAN LUIS OBISPO,BISHOP'S PEAK ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,65,3,3.08,0,0
6043236,SAN LUIS OBISPO,HAWTHORNE ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,49,2,2.04,0,0
6043244,SAN LUIS OBISPO,LOS RANCHOS ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,79,6,6.33,0,0
6043269,SAN LUIS OBISPO,PACHECO ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,83,5,4.82,0,0
6043285,SAN LUIS OBISPO,SINSHEIMER ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,50,2,2,0,0
6043202,SAN LUIS OBISPO,SMITH -C. L.- ELEMENTARY,PUBLIC,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,72,0,0,4.17,0
108522,SAN LUIS OBISPO,CAPPY CULVER ELEMENTARY,PUBLIC,SAN MIGUEL JOINT UNION,PASO ROBLES,34,0,0,0,0
125807,SAN LUIS OBISPO,ALMOND ACRES CHARTER ACADEMY,PUBLIC,SAN MIGUEL JOINT UNION,SAN MIGUEL,44,20,20.45,0,6.82
6043319,SAN LUIS OBISPO,LILLIAN LARSEN ELEMENTARY,PUBLIC,SAN MIGUEL JOINT UNION,SAN MIGUEL,50,2,2,0,0
6043343,SAN LUIS OBISPO,SHANDON ELEMENTARY,PUBLIC,SHANDON JOINT UNIFIED,SHANDON,39,3,2.56,0,0
6043350,SAN LUIS OBISPO,TEMPLETON ELEMENTARY,PUBLIC,TEMPLETON UNIFIED,TEMPLETON,169,8,8.28,0,0.59
6978456,SAN LUIS OBISPO,ST. PATRICK PAROCHIAL ELEMENTARY,PRIVATE,NA,ARROYO GRANDE,32,0,0,0,0
7040066,SAN LUIS OBISPO,CHILDREN'S HOUSE MONTESSORI,PRIVATE,NA,ATASCADERO,14,21,21.43,0,0
6999411,SAN LUIS OBISPO,NORTH COUNTY CHRISTIAN,PRIVATE,NA,ATASCADERO,14,14,14.29,0,0
6978464,SAN LUIS OBISPO,SAINT ROSE CATHOLIC SCHOOL,PRIVATE,NA,PASO ROBLES,20,0,0,5,0
6978472,SAN LUIS OBISPO,TRINITY LUTHERAN SCHOOL,PRIVATE,NA,PASO ROBLES,22,0,0,0,0
6978423,SAN LUIS OBISPO,COASTAL CHRISTIAN SCHOOL,PRIVATE,NA,PISMO BEACH,19,5,5.26,0,0
6999403,SAN LUIS OBISPO,MONTESSORI CHILDREN'S,PRIVATE,NA,SAN LUIS OBISPO,12,8,8.33,0,0
6978431,SAN LUIS OBISPO,OLD MISSION SCHOOL,PRIVATE,NA,SAN LUIS OBISPO,34,9,8.82,0,0
6131916,SAN LUIS OBISPO,SAN LUIS OBISPO CLASSICAL ACADEMY,PRIVATE,NA,SAN LUIS OBISPO,25,60,60,0,0
6043392,SAN MATEO,BAYSHORE ELEMENTARY,PUBLIC,BAYSHORE ELEMENTARY,DALY CITY,39,0,0,0,0
6043434,SAN MATEO,CENTRAL ELEMENTARY,PUBLIC,BELMONT-REDWOOD SHORES ELEMENTARY,BELMONT,75,4,4,0,0
6043442,SAN MATEO,CIPRIANI ELEMENTARY,PUBLIC,BELMONT-REDWOOD SHORES ELEMENTARY,BELMONT,50,6,6,0,0
6043459,SAN MATEO,FOX ELEMENTARY,PUBLIC,BELMONT-REDWOOD SHORES ELEMENTARY,BELMONT,88,1,1.14,0,0
6043475,SAN MATEO,NESBIT ELEMENTARY,PUBLIC,BELMONT-REDWOOD SHORES ELEMENTARY,BELMONT,72,1,1.39,0,0
121111,SAN MATEO,REDWOOD SHORES ELEMENTARY,PUBLIC,BELMONT-REDWOOD SHORES ELEMENTARY,REDWOOD CITY,94,3,3.19,0,3.19
6114771,SAN MATEO,SANDPIPER ELEMENTARY,PUBLIC,BELMONT-REDWOOD SHORES ELEMENTARY,REDWOOD CITY,69,1,1.45,0,0
6043491,SAN MATEO,BRISBANE ELEMENTARY,PUBLIC,BRISBANE ELEMENTARY,BRISBANE,25,8,8,0,0
6043517,SAN MATEO,PANORAMA ELEMENTARY,PUBLIC,BRISBANE ELEMENTARY,DALY CITY,25,0,0,0,0
6043541,SAN MATEO,FRANKLIN ELEMENTARY,PUBLIC,BURLINGAME ELEMENTARY,BURLINGAME,86,2,2.33,0,0
6043566,SAN MATEO,LINCOLN ELEMENTARY,PUBLIC,BURLINGAME ELEMENTARY,BURLINGAME,78,0,0,1.28,0
6043574,SAN MATEO,MCKINLEY ELEMENTARY,PUBLIC,BURLINGAME ELEMENTARY,BURLINGAME,164,5,4.88,0,0
6043590,SAN MATEO,ROOSEVELT ELEMENTARY,PUBLIC,BURLINGAME ELEMENTARY,BURLINGAME,55,0,0,0,0
6043608,SAN MATEO,WASHINGTON ELEMENTARY,PUBLIC,BURLINGAME ELEMENTARY,BURLINGAME,60,3,3.33,0,0
6043616,SAN MATEO,ALVIN S. HATCH ELEMENTARY,PUBLIC,CABRILLO UNIFIED,HALF MOON BAY,146,1,0.68,3.42,0
6043624,SAN MATEO,EL GRANADA ELEMENTARY,PUBLIC,CABRILLO UNIFIED,HALF MOON BAY,58,3,3.45,0,0
6043657,SAN MATEO,KINGS MOUNTAIN ELEMENTARY,PUBLIC,CABRILLO UNIFIED,HALF MOON BAY,12,17,16.67,0,0
6043632,SAN MATEO,FARALLONE VIEW ELEMENTARY,PUBLIC,CABRILLO UNIFIED,MONTARA,60,7,6.67,0,0
6043673,SAN MATEO,NORTH HILLSBOROUGH,PUBLIC,HILLSBOROUGH CITY ELEMENTARY,HILLSBOROUGH,56,4,3.57,0,0
6043681,SAN MATEO,SOUTH HILLSBOROUGH,PUBLIC,HILLSBOROUGH CITY ELEMENTARY,HILLSBOROUGH,50,0,0,0,0
6043699,SAN MATEO,WEST HILLSBOROUGH,PUBLIC,HILLSBOROUGH CITY ELEMENTARY,HILLSBOROUGH,57,2,1.75,0,0
6043806,SAN MATEO,GARDEN VILLAGE ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,COLMA,44,0,0,0,0
6043772,SAN MATEO,DANIEL WEBSTER ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,61,0,0,0,0
6043798,SAN MATEO,FRANKLIN DELANO ROOSEVELT ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,48,0,0,0,0
6043822,SAN MATEO,GEORGE WASHINGTON ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,55,0,0,0,0
6043848,SAN MATEO,JOHN F. KENNEDY ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,51,0,0,0,0
6043855,SAN MATEO,MARGARET PAULINE BROWN ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,64,0,0,0,0
6043897,SAN MATEO,MARJORIE H. TOBIAS ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,66,0,0,0,0
6115364,SAN MATEO,SUSAN B. ANTHONY ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,86,0,0,0,0
6043871,SAN MATEO,THOMAS EDISON ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,72,0,0,0,0
6043905,SAN MATEO,WESTLAKE ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,67,0,0,0,0
6043913,SAN MATEO,WOODROW WILSON ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,DALY CITY,75,0,0,0,0
112284,SAN MATEO,CALIFORNIA VIRTUAL ACADEMY SAN MATEO,PUBLIC,JEFFERSON ELEMENTARY,SIMI VALLEY,28,18,17.86,0,10.71
6044077,SAN MATEO,LA HONDA ELEMENTARY,PUBLIC,LA HONDA-PESCADERO UNIFIED,LA HONDA,14,7,7.14,0,0
6044085,SAN MATEO,PESCADERO ELEMENTARY AND MIDDLE,PUBLIC,LA HONDA-PESCADERO UNIFIED,PESCADERO,19,5,5.26,0,0
6044127,SAN MATEO,LAS LOMITAS ELEMENTARY,PUBLIC,LAS LOMITAS ELEMENTARY,ATHERTON,137,6,5.84,1.46,0
6044135,SAN MATEO,ENCINAL ELEMENTARY,PUBLIC,MENLO PARK CITY ELEMENTARY,ATHERTON,85,4,3.53,0,0
6044168,SAN MATEO,LAUREL ELEMENTARY,PUBLIC,MENLO PARK CITY ELEMENTARY,ATHERTON,108,5,4.63,0,0
6044176,SAN MATEO,OAK KNOLL ELEMENTARY,PUBLIC,MENLO PARK CITY ELEMENTARY,MENLO PARK,124,3,3.23,0,0
6044200,SAN MATEO,GREEN HILLS ELEMENTARY,PUBLIC,MILLBRAE ELEMENTARY,MILLBRAE,66,3,3.03,0,3.03
6044234,SAN MATEO,MEADOWS ELEMENTARY,PUBLIC,MILLBRAE ELEMENTARY,MILLBRAE,52,0,0,0,0
6044259,SAN MATEO,SPRING VALLEY ELEMENTARY,PUBLIC,MILLBRAE ELEMENTARY,MILLBRAE,64,0,0,0,0
6044226,SAN MATEO,LOMITA PARK ELEMENTARY,PUBLIC,MILLBRAE ELEMENTARY,SAN BRUNO,43,0,0,0,0
6043939,SAN MATEO,CABRILLO ELEMENTARY,PUBLIC,PACIFICA,PACIFICA,64,2,1.56,0,0
6044044,SAN MATEO,OCEAN SHORE ELEMENTARY,PUBLIC,PACIFICA,PACIFICA,48,2,2.08,0,0
105874,SAN MATEO,ORTEGA ELEMENTARY,PUBLIC,PACIFICA,PACIFICA,96,9,9.38,0,0
6044069,SAN MATEO,SUNSET RIDGE ELEMENTARY,PUBLIC,PACIFICA,PACIFICA,109,2,1.83,0.92,0
6044051,SAN MATEO,VALLEMAR ELEMENTARY,PUBLIC,PACIFICA,PACIFICA,52,4,3.85,0,0
6044283,SAN MATEO,ORMONDALE ELEMENTARY,PUBLIC,PORTOLA VALLEY ELEMENTARY,PORTOLA VALLEY,54,2,1.85,0,0
6114953,SAN MATEO,ASPIRE EAST PALO ALTO CHARTER,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,66,0,0,0,0
6044333,SAN MATEO,BRENTWOOD ACADEMY,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,89,0,0,0,0
6044325,SAN MATEO,COSTANO ELEMENTARY,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,49,0,0,0,0
6044341,SAN MATEO,GREEN OAKS ACADEMY,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,25,0,0,0,0
126649,SAN MATEO,LOS ROBLES MAGNET ACADEMY,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,109,0,0,0,0
6044309,SAN MATEO,BELLE HAVEN ELEMENTARY,PUBLIC,RAVENSWOOD CITY ELEMENTARY,MENLO PARK,99,0,0,0,0
6044416,SAN MATEO,WILLOW OAKS ELEMENTARY,PUBLIC,RAVENSWOOD CITY ELEMENTARY,MENLO PARK,70,0,0,0,0
6044580,SAN MATEO,SELBY LANE ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,ATHERTON,128,1,0.78,0,0
6044473,SAN MATEO,GARFIELD ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,MENLO PARK,60,0,0,1.67,0
6114037,SAN MATEO,ADELANTE SPANISH IMMERSION,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,87,3,3.45,0,0
6044424,SAN MATEO,CLIFFORD ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,98,3,3.06,0,0
127282,SAN MATEO,CONNECT COMMUNITY CHARTER,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,25,0,0,0,0
6044457,SAN MATEO,FAIR OAKS ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,75,1,1.33,0,0
6044481,SAN MATEO,HAWES ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,61,0,0,0,0
6044499,SAN MATEO,HENRY FORD ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,86,5,4.65,0,0
6044507,SAN MATEO,HOOVER ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,89,0,0,0,0
6044523,SAN MATEO,JOHN GILL ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,64,0,0,0,0
6102941,SAN MATEO,ORION ALTERNATIVE,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,30,3,3.33,0,0
6044572,SAN MATEO,ROOSEVELT ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,113,0,0,0,0
6044432,SAN MATEO,ROY CLOUD ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,83,1,1.2,0,0
6044598,SAN MATEO,TAFT ELEMENTARY,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,109,1,0.92,0,0
6044648,SAN MATEO,ALLEN -DECIMA M.- ELEMENTARY,PUBLIC,SAN BRUNO PARK ELEMENTARY,SAN BRUNO,91,0,0,0,0
6044614,SAN MATEO,BELLE AIR ELEMENTARY,PUBLIC,SAN BRUNO PARK ELEMENTARY,SAN BRUNO,58,0,0,0,0
6044663,SAN MATEO,EL CRYSTAL ELEMENTARY,PUBLIC,SAN BRUNO PARK ELEMENTARY,SAN BRUNO,44,0,0,0,0
6044671,SAN MATEO,JOHN MUIR ELEMENTARY,PUBLIC,SAN BRUNO PARK ELEMENTARY,SAN BRUNO,62,0,0,1.61,0
